DetectorType,DetID
8,2159886933
9,2437822199
8,2239565162
9,2460794983
8,2171771062
8,2297091343
8,2271959534
9,2563088079
9,2469455888
8,2233507959
9,2519949846
8,2219004563
8,2322473221
9,2429298413
9,2553146820
8,2339133873
9,2464373164
9,2504316178
9,2460783219
9,2469842306
9,2558726600
8,2160341231
8,2217371112
8,2267619041
9,2419220580
9,2454225475
8,2183138593
8,2274463124
9,2598980227
9,2451057992
8,2295883983
8,2303512992
8,2295716243
8,2187521263
9,2490116244
9,2488855157
8,2258017762
9,2435489131
9,2426528375
9,2437600436
8,2256741615
9,2539750693
9,2598127631
9,2609580743
8,2170908995
8,2265846823
9,2538652740
8,2341742035
8,2197475437
8,2299670637
9,2487259151
9,2552424494
9,2555942420
9,2554072497
9,2532946561
8,2190314133
9,2529580428
9,2562092260
9,2601232653
9,2466794725
9,2594564360
8,2153303137
8,2235929061
9,2588135968
9,2476336138
8,2200711764
9,2510056462
8,2256352563
9,2493850986
9,2488134126
8,2321944298
8,2166223156
9,2564027571
9,2529256471
8,2170806823
8,2330215473
8,2274101667
9,2523128163
8,2301429797
9,2563443875
8,2331903287
8,2285794306
9,2432426308
8,2231078122
9,2460670149
8,2191808978
9,2609211692
9,2427492693
8,2342554864
8,2299218081
8,2239076558
9,2537649869
8,2160239280
8,2192631906
8,2175377930
9,2524475814
8,2274254019
9,2560174772
9,2437533330
9,2437625545
9,2494226756
8,2309714544
9,2527704485
8,2190361749
9,2588690529
9,2519833040
8,2153581741
8,2191699254
8,2301929646
9,2497616040
8,2149403912
8,2226975855
9,2425789505
8,2269694515
9,2608619149
8,2288078531
8,2156602465
9,2553732851
9,2526047298
9,2438271051
9,2530891863
8,2192792044
8,2227602000
9,2468923403
8,2264083599
9,2434198034
8,2182156466
8,2166126246
8,2186494261
9,2428331316
9,2605294784
8,2233854295
9,2597143159
8,2268664111
8,2291450400
9,2574479914
8,2222265570
9,2564329672
8,2238851399
8,2275603755
8,2196446697
8,2182208513
9,2473129126
9,2595967080
8,2253046286
8,2184844399
9,2577443980
8,2200201364
9,2432365012
8,2289988906
9,2519844234
9,2494668435
9,2459887319
8,2254674601
8,2272145737
8,2295939606
9,2461062419
8,2230945252
9,2459310319
8,2183020628
9,2538280360
9,2487133574
9,2535747024
8,2272330884
9,2454646056
8,2276304945
9,2470215859
9,2563266281
9,2521698571
8,2304554251
8,2275061938
9,2587422420
8,2343253062
8,2252440950
9,2598101257
9,2464193251
8,2325063302
8,2208604462
8,2227021004
9,2455614032
9,2530463780
9,2556469281
9,2555962467
9,2553956555
9,2609046926
9,2519441874
8,2163562211
9,2442681472
9,2458721836
8,2219219074
9,2431144624
8,2333864464
9,2497909408
9,2518554180
8,2286476975
9,2543121123
9,2469287463
9,2466124361
9,2560242127
8,2323771617
9,2456547988
9,2486461922
9,2608952778
9,2536834420
8,2237902380
9,2454349907
9,2540809810
9,2522677959
9,2542980716
9,2432619209
8,2222205188
9,2591920422
8,2292897793
8,2288393353
9,2559112399
9,2600471820
9,2473160967
8,2220284614
9,2440902156
9,2564874793
9,2490376693
9,2487624788
8,2318442756
8,2257624236
9,2488392727
8,2185065159
8,2267340392
9,2424533704
9,2489877778
9,2575174851
8,2175593163
8,2160252615
8,2253507093
9,2459283458
8,2201289740
8,2161805842
9,2460896806
9,2611400968
8,2232006067
8,2203822249
8,2240333472
8,2199611925
8,2206411424
8,2188658386
9,2468043959
8,2207395050
8,2265093197
8,2240728374
9,2566392352
8,2161334382
9,2427528589
9,2504029731
8,2151877091
9,2556109027
9,2543178182
9,2504367117
9,2608047690
9,2529218701
8,2174345318
8,2283544212
8,2170352079
8,2258513320
9,2611909984
9,2453736582
8,2169596018
9,2576932469
8,2288688783
8,2195892229
9,2469082241
9,2577008904
8,2285514310
9,2487922796
8,2185969835
8,2330750284
8,2175363127
8,2290661037
9,2523742611
8,2151155792
9,2568261239
8,2329088275
8,2170364404
8,2228602914
8,2341790738
9,2437274645
8,2202952142
8,2320075504
8,2192912630
9,2504813606
9,2437182467
9,2427543182
9,2506531203
8,2224560200
9,2471152786
9,2422366416
9,2544375969
9,2526780547
8,2294408354
9,2426127873
8,2332590732
9,2591560233
9,2566039799
8,2288888968
8,2307083491
9,2459215374
8,2160326017
9,2437683530
9,2490587498
8,2157145154
9,2525874696
8,2295387299
9,2417576397
8,2294149382
9,2556763221
8,2152320457
8,2316489447
9,2610518546
8,2202567209
8,2193872293
9,2568700010
8,2301879789
8,2218378433
9,2433559811
8,2191606405
9,2528944239
8,2228785192
9,2596380260
8,2316830295
9,2544479794
8,2172563179
9,2476028582
8,2205270511
9,2496237778
9,2433060974
9,2542312005
9,2419404197
9,2473782572
9,2526864724
8,2255526931
8,2242753988
9,2475531317
9,2427112650
8,2309515883
8,2161188459
9,2438078954
8,2334553224
8,2306181354
9,2559500914
9,2557926922
8,2174233825
9,2567331150
9,2601932365
9,2454497574
8,2170249833
9,2468230470
9,2497994797
8,2324591990
8,2331052229
9,2610554404
9,2604303552
9,2493727055
9,2459081907
8,2330371212
9,2456559062
9,2426005205
8,2254205367
8,2151389617
9,2599112749
9,2609312805
9,2468425265
9,2504787699
8,2328950036
8,2254575700
9,2605494001
9,2569430528
8,2338154667
8,2171427370
9,2432714983
9,2602189452
9,2503661194
8,2319879713
9,2506909061
9,2459099651
9,2535765504
9,2566089415
9,2422293893
8,2330582098
8,2189324330
9,2591462439
9,2567763542
8,2186928329
8,2272129199
8,2253935139
8,2326906180
8,2300087764
8,2195852914
8,2150191844
8,2174514830
8,2300723950
8,2334333014
9,2473223169
9,2603227431
8,2162832875
9,2568196609
8,2302915689
8,2295231552
8,2168184117
8,2230764268
9,2503913577
9,2510968100
8,2241175250
9,2457005409
8,2304612365
8,2232752644
8,2287826669
8,2318484909
8,2298793495
8,2185859248
9,2474276288
9,2542428500
9,2556736199
9,2497374864
8,2284865097
9,2573272625
9,2473730612
8,2162551983
9,2451223585
9,2470724648
9,2597012694
8,2163365522
8,2268862962
9,2542204144
8,2155983316
8,2323311059
8,2300317894
9,2418807217
8,2150843443
9,2419500722
9,2434674736
8,2230413964
8,2225631529
9,2426685714
8,2308182535
9,2572841710
8,2307991796
8,2341609765
9,2441684256
9,2589583726
9,2594234568
8,2149971342
8,2299424068
8,2304561377
9,2428362036
9,2586962033
9,2544292182
9,2453681444
8,2322076080
8,2193927697
8,2185830659
8,2309217610
8,2289637462
9,2468555028
8,2159363404
8,2261091755
9,2521478633
8,2159959109
8,2287760386
9,2438617316
8,2297332790
8,2171226251
9,2456458997
8,2208421258
9,2589100467
8,2190149314
9,2556954287
9,2494253195
9,2556226580
8,2161542497
8,2235353697
8,2228322387
8,2271334064
9,2542001303
9,2423073383
9,2492196529
8,2229311589
9,2561008367
9,2518982956
9,2598654315
8,2288601613
9,2588000916
8,2257286289
9,2606572980
9,2533399925
8,2292364394
8,2241039554
9,2570964618
9,2597955268
8,2236640886
9,2604885452
8,2268939331
8,2235619945
8,2157234196
9,2422023559
8,2257232470
8,2173872819
9,2601137868
9,2472454562
9,2470358445
9,2464216714
8,2150655274
8,2270026056
8,2223115714
9,2495918729
9,2610785835
9,2535787078
9,2486529604
8,2226304546
9,2432086422
9,2432752742
9,2427833765
8,2149174309
8,2226927305
8,2154343984
9,2552900785
8,2164066537
8,2295389414
9,2451350997
8,2156026479
9,2574315843
9,2474345717
9,2528190468
9,2452360680
9,2573308392
8,2165670063
8,2153509142
9,2524043634
9,2574967443
8,2319248870
9,2428589360
8,2241107552
9,2509924589
9,2591459779
8,2259994977
9,2555258518
8,2297105033
8,2201561287
8,2320372807
8,2232066507
8,2338859457
9,2578143534
8,2165679381
8,2275273109
8,2261606026
8,2225701221
8,2234050024
8,2328641833
9,2606673452
8,2150324838
9,2591326839
9,2573014016
9,2421843158
8,2171391147
8,2193151571
8,2216326158
9,2566118710
8,2263730594
9,2587988492
8,2159730894
9,2530423980
9,2440720396
9,2438471975
9,2473754711
9,2541350220
9,2530634836
8,2192326831
9,2451626407
9,2454461669
9,2484662338
8,2293575969
8,2231791861
9,2587566825
8,2202786307
9,2511197204
8,2271921162
9,2510697911
8,2299082262
9,2553664881
8,2150782029
8,2283893492
8,2231803905
9,2465394191
8,2182629872
8,2174934614
8,2192060917
9,2586469614
8,2251197544
8,2228544653
8,2228487275
8,2269381941
9,2475404431
8,2284691784
8,2221638921
8,2298237268
8,2155711106
8,2233155588
8,2275728462
9,2569358989
9,2604780901
9,2491193511
8,2197136493
9,2484663566
8,2255771937
8,2254753356
9,2587412962
8,2217084933
8,2306566701
8,2331863246
9,2553179373
9,2459214036
8,2264823077
8,2223564434
9,2487470150
9,2430455876
9,2455266404
9,2453855367
8,2273076721
8,2316652166
8,2295240034
9,2595887508
9,2587374647
9,2422366602
8,2264213650
9,2568605344
9,2572772567
8,2291583574
9,2557319364
8,2161822900
9,2607346356
8,2217094662
9,2429815332
8,2223098379
9,2600501706
9,2544551565
9,2457137237
8,2215730418
8,2256116276
8,2160833985
9,2435868835
8,2335433892
9,2463278285
9,2426025197
9,2599830597
8,2151064993
8,2270905509
9,2558227953
9,2534791465
9,2469228689
9,2475381352
8,2325492329
9,2588788073
8,2154324229
9,2491078000
9,2594580562
9,2541084838
9,2604574416
8,2256176655
8,2201527842
8,2297267755
8,2222709451
9,2589706386
9,2460884720
9,2437343477
8,2272896177
9,2490746347
8,2173814019
8,2195944967
9,2553861545
8,2149698282
8,2266522863
8,2199684846
8,2271107251
8,2237347249
9,2534761132
9,2552341552
8,2323852320
8,2226230501
8,2321126541
8,2222267523
8,2294848657
8,2299103795
8,2306714323
8,2149173971
9,2575724240
9,2527682768
9,2532640129
9,2457537066
9,2463275373
9,2431999662
9,2465844463
8,2154588456
8,2326981713
8,2232436179
9,2439627176
9,2457889443
8,2228882764
9,2495894887
9,2464838262
9,2530845303
9,2569077937
9,2494197000
8,2222565709
9,2600044136
9,2521042981
9,2530866452
8,2220108375
9,2534540817
8,2318120495
9,2553392752
9,2611599535
8,2242281990
9,2566082798
8,2193622314
8,2260011114
8,2259906569
8,2227427921
9,2539536554
9,2436129296
8,2300435812
9,2508052972
9,2551606510
9,2420801572
8,2302777392
8,2224207121
9,2562566831
8,2223070345
8,2306060909
8,2274008098
9,2432956075
9,2461856041
8,2173545743
8,2158589679
9,2588964487
9,2497000599
9,2538773655
9,2575425568
9,2461724262
8,2264699374
8,2237050959
8,2333742325
8,2293848519
9,2509285829
8,2296202992
9,2566834625
8,2225185235
9,2542474986
9,2533780866
8,2273480081
8,2261342657
9,2537170240
8,2322380305
8,2332841516
8,2266065412
8,2343382403
8,2183587333
9,2520451376
9,2434712979
8,2282776898
9,2564374957
8,2326857061
9,2541678667
8,2196594406
9,2453785968
9,2557277704
9,2544601570
9,2528730625
8,2241632743
8,2191123888
8,2257892405
8,2321597990
9,2440218701
9,2451626199
9,2496037294
9,2599463432
9,2475888225
8,2324450614
8,2156129453
9,2554719401
9,2534660687
8,2294452400
8,2334985793
8,2242764429
8,2225402979
8,2233702913
8,2230460912
8,2274035797
9,2539868526
8,2191807489
8,2259489479
9,2588125391
8,2205443251
8,2292329733
9,2472863759
8,2250153450
9,2491305239
8,2331018434
8,2291511475
9,2474165285
9,2464460208
8,2299731524
9,2497309122
8,2194793135
8,2256440822
8,2286868815
9,2518314548
9,2596038346
8,2242435150
8,2209242533
8,2285659152
8,2202956469
8,2322707023
9,2564305621
9,2533258760
8,2273659639
9,2422942304
8,2229043763
9,2502581513
9,2585846002
9,2592871056
8,2203781450
9,2521467215
8,2324076617
8,2159236198
8,2289240758
9,2567343819
8,2196386070
9,2423294093
8,2300734995
9,2544780402
8,2258866721
8,2171391050
9,2607076725
9,2559700009
9,2456646050
8,2329455926
8,2166026964
9,2536588004
9,2441433681
9,2595782892
8,2261702258
8,2294203405
8,2218315182
8,2241196105
9,2457604812
8,2334757414
9,2495909611
9,2559407757
9,2465363116
9,2541754033
9,2456716969
8,2271074607
8,2192907941
9,2454512739
8,2302421486
9,2578263795
9,2504288613
8,2232977930
9,2568820107
8,2149821056
9,2433856712
8,2250288620
8,2149078639
8,2254040136
9,2519035620
9,2605974893
9,2559871700
9,2420790965
9,2435328585
8,2241071350
8,2283799777
8,2184258980
9,2559794407
8,2195369164
8,2200591538
8,2332045536
9,2438116618
8,2302938375
8,2205250161
8,2238345461
9,2441927754
9,2542818628
8,2269495379
9,2571372241
8,2222663233
9,2573888994
9,2437651725
8,2217552931
8,2169255504
9,2437426691
8,2328191406
8,2309186633
8,2149992142
9,2558899330
8,2156007092
9,2428548844
8,2150740396
8,2200290801
9,2463469644
9,2565594567
8,2254721556
8,2174018768
8,2268151844
8,2161842741
8,2230143479
8,2167818247
8,2334763111
9,2485544981
8,2241889936
8,2286114183
9,2531442924
8,2164874593
8,2164827543
8,2153824499
9,2488470962
9,2540416716
9,2611671297
9,2452528134
9,2520596941
8,2272987509
9,2561533287
8,2166811883
9,2440387590
9,2471599443
8,2159420429
9,2472156855
9,2573554825
9,2428585576
8,2203955566
9,2420796054
9,2576139671
8,2249723907
9,2562590391
8,2236467881
8,2302513683
9,2435653921
9,2471692842
8,2336924710
9,2569970031
8,2252751586
9,2501072994
8,2255372523
8,2202101383
8,2197394824
9,2432362678
9,2522503248
9,2467595393
8,2192650354
9,2494618162
9,2598233742
9,2529998561
9,2572198565
8,2273108329
8,2152475780
8,2332481719
8,2336019169
8,2266538102
8,2169284930
8,2316557773
9,2422053035
8,2182726240
9,2560012405
9,2588585359
9,2499694837
8,2330581038
9,2541292800
8,2255324776
9,2453378663
9,2593722443
8,2292243127
9,2601589287
9,2502325873
8,2291377376
9,2444050448
8,2251715639
8,2157560168
9,2498891304
8,2232620133
8,2306684301
9,2578305219
8,2152936114
8,2261355820
9,2559194318
9,2591779279
9,2429727027
9,2564148718
9,2502557933
8,2334688396
8,2269214182
8,2288128291
9,2602363314
8,2320129067
9,2605630633
8,2332862086
8,2337087653
9,2442167306
8,2183506163
8,2338013522
9,2562287820
8,2152504790
8,2171084272
8,2155500277
9,2461566400
8,2267943568
8,2220065792
8,2301322379
8,2205534804
9,2435927752
8,2271922213
8,2191969929
8,2257826373
9,2574883047
9,2560636004
9,2572693000
9,2554650053
8,2267083242
8,2221020869
9,2525767338
8,2260218016
9,2542606794
9,2564464109
8,2327190605
8,2235074600
9,2503299590
8,2267188513
9,2468404230
9,2529887662
8,2160625984
9,2437853777
8,2206392403
8,2235866130
8,2336557287
9,2477007541
8,2286480673
8,2331912790
8,2282998005
9,2594877001
9,2531876463
8,2342731952
8,2237260419
8,2302179058
8,2341739879
8,2292771114
8,2203279621
9,2437297479
9,2606812786
8,2286692815
9,2561395791
8,2166178454
8,2324911396
9,2471153952
8,2318550640
9,2552546414
8,2234588555
9,2593739924
8,2203813100
9,2460757267
8,2341636693
8,2306168971
8,2317485171
9,2484159973
8,2282803848
8,2208635351
9,2465535347
9,2498008628
9,2517861603
8,2323468591
9,2465110758
8,2152862956
9,2590575108
8,2163067491
9,2498976946
8,2202662219
9,2551470436
8,2150953015
9,2489949807
8,2318261776
9,2554881204
8,2236878273
9,2421051061
8,2229425865
8,2289703568
9,2488574518
9,2518821269
8,2302839543
9,2575831553
9,2465763369
8,2271341936
8,2236919937
9,2431284556
9,2597177492
8,2266044910
9,2485475026
8,2255760832
8,2229719764
9,2566434853
8,2251212066
9,2523799722
8,2230885715
8,2268357322
9,2499561735
9,2454532502
9,2611041984
8,2195512971
9,2454449296
9,2474652390
9,2507870774
9,2496523795
9,2609093928
8,2197389390
9,2501817441
8,2161344945
9,2429674675
9,2560452169
8,2268255691
9,2596999331
8,2269860587
8,2241906097
9,2472998374
9,2560231892
8,2184911584
8,2238923401
9,2467631746
9,2535164071
9,2609278064
8,2237919895
9,2596374018
9,2576755983
8,2269906253
9,2554619927
8,2267805077
8,2163483874
8,2272851492
8,2224177231
9,2598178438
8,2159445527
9,2536594567
8,2221498034
9,2430495882
8,2268349634
9,2443254283
8,2331595469
8,2334487569
8,2306461076
9,2432412979
8,2289246727
9,2563777911
9,2597009066
8,2309079344
9,2559964715
8,2240594422
9,2419495298
8,2319704291
9,2521231605
8,2159054531
8,2336843137
8,2258144372
8,2157737453
9,2542635603
8,2334691635
8,2309009762
9,2535223622
8,2188907049
9,2419278381
9,2558037099
9,2567786163
8,2265599619
8,2229967104
9,2530920905
8,2300817617
9,2606981270
9,2588691017
8,2222858798
9,2498277894
9,2605600813
8,2167769764
8,2238071825
9,2566688065
9,2600906052
8,2196686916
9,2596652513
8,2164970989
8,2342691217
9,2590813190
9,2542803341
9,2590392655
9,2468702356
8,2150790166
8,2254203110
8,2297987218
9,2518240557
9,2561180082
9,2591956464
8,2223234407
8,2223330931
8,2242184930
8,2160920785
8,2201704995
8,2325062067
9,2437569684
9,2602795539
9,2497272097
9,2500489927
9,2453154220
8,2290188744
8,2241196148
9,2577542455
9,2468040300
9,2509425333
9,2501624403
8,2288004746
9,2554889770
8,2338640012
9,2525123911
9,2592365669
9,2453712513
9,2435683372
9,2473362059
9,2598630466
8,2298185926
9,2496741392
8,2309152164
8,2230068491
9,2598918852
8,2276106799
8,2294189060
8,2154000435
9,2588574183
8,2296040000
8,2185971081
8,2240344085
9,2602642480
9,2503930336
9,2493297029
9,2418033973
9,2563134026
8,2272510290
8,2183421300
9,2588445713
9,2489923284
8,2307002037
8,2272960598
9,2555273779
9,2453803494
9,2450905294
9,2576902570
9,2519526676
8,2170872299
8,2287363125
8,2300914197
8,2268672336
9,2458273940
9,2597590451
8,2308823372
9,2440737142
8,2166466624
9,2490034702
9,2454390209
9,2522356391
9,2457488389
8,2329089262
8,2339506315
8,2192062085
9,2609058440
8,2189190498
8,2184257140
8,2220073718
9,2436288872
9,2489178402
8,2340123205
8,2335352405
9,2463700109
9,2562910385
9,2510595720
9,2602297706
9,2494174280
9,2568054861
8,2191731857
9,2609989923
8,2225007622
9,2436554006
9,2506245825
8,2193830570
8,2282910344
9,2425750068
9,2536222817
8,2273199176
8,2150712592
8,2189634217
8,2260533989
8,2337482151
9,2565390389
8,2216226122
8,2183332874
8,2191635618
9,2487992501
9,2421557739
8,2226716775
9,2425507558
8,2316465453
8,2291834195
8,2287344225
9,2537759822
8,2301189459
9,2464869765
8,2242421031
8,2155091187
8,2171865844
9,2577424001
8,2237819592
8,2340314210
9,2457119875
8,2302693453
9,2429299788
8,2294177926
9,2611217068
8,2289811894
8,2301024310
9,2433489408
8,2242710944
9,2521371732
8,2261813322
9,2464872175
9,2503197779
9,2460640439
9,2611866882
9,2603256367
8,2193421963
9,2552874130
9,2535764235
9,2422240804
9,2559952245
9,2510074952
8,2239376436
9,2603429156
9,2504945737
8,2205068935
8,2206490213
8,2161693236
8,2192681699
8,2167457141
9,2510745650
9,2540003724
8,2292195533
9,2439637398
9,2520946161
9,2519772422
8,2195721582
9,2577310771
8,2273367264
9,2498800292
9,2537483957
8,2326938115
8,2163250290
9,2551319157
9,2495831270
9,2419635627
8,2236875242
8,2234085963
8,2322111990
9,2489011596
8,2169129098
9,2557783248
9,2574697774
8,2258936147
8,2261815530
8,2169832747
8,2186928431
8,2232615556
8,2294441133
9,2428022500
8,2174619118
8,2238274804
8,2175408529
8,2205572213
8,2295685735
8,2295192102
8,2270959186
9,2461208215
9,2525865290
9,2453291078
9,2552811016
8,2184335988
8,2190023093
9,2603769473
9,2420747280
8,2192101537
8,2157757573
9,2540524993
9,2419209605
9,2430821856
8,2148895157
9,2457925165
8,2254222961
8,2256712384
8,2219094160
8,2152812836
9,2531374446
9,2475874853
9,2573030960
8,2270757585
9,2593038885
8,2320319911
8,2267316548
8,2323280291
8,2325824884
9,2486824390
9,2420729196
9,2440660323
8,2249879681
9,2599053988
9,2471277003
8,2149914310
8,2166155505
8,2308022517
8,2209223922
8,2152224802
9,2557128899
8,2341530916
9,2540716244
8,2234315828
8,2261864904
9,2423089417
9,2465931429
8,2329209291
8,2300907188
9,2537199205
8,2202973280
9,2560885933
8,2284489349
9,2495105771
9,2471235212
8,2296213958
8,2295702213
9,2595803747
8,2337845939
8,2334917769
9,2526879382
8,2265145456
9,2564502914
8,2206966093
9,2434148627
9,2572448812
9,2470337000
9,2505688553
8,2226400336
8,2228295120
9,2566267974
9,2430197332
9,2559882447
8,2254270544
9,2464324654
8,2160274676
8,2189035877
9,2466887375
9,2538172812
8,2188952077
9,2557772340
8,2188595404
9,2554010786
9,2477157419
9,2576482902
9,2500593960
9,2450755059
9,2508230791
8,2318504074
8,2190744021
8,2329289251
8,2232165582
8,2186118405
8,2300990773
8,2323371475
8,2239813782
8,2305626410
9,2472086192
9,2507348166
9,2439308884
8,2240731696
9,2525115979
9,2450715201
9,2472254882
9,2588515906
9,2507039104
9,2443818563
8,2216822917
9,2431144207
8,2309200392
8,2320620075
8,2162830725
8,2265834176
8,2296681040
8,2209051895
9,2467307622
9,2510644389
8,2242298370
9,2434083243
9,2504970571
8,2260966096
8,2271423723
9,2543347248
9,2525834284
8,2188057200
9,2525221040
9,2561286274
8,2340103926
9,2422595075
9,2437942723
8,2229574220
8,2322947347
8,2164927682
8,2198523248
9,2565645792
9,2438623428
8,2184910534
8,2262062798
9,2499347052
9,2476453383
9,2600610118
9,2590239156
8,2185078989
8,2227953960
9,2605357254
8,2154621590
9,2418390338
8,2290279565
8,2232440320
8,2263528481
9,2510335637
8,2168498378
8,2174523797
8,2164133000
8,2148658579
9,2487651972
9,2541749291
9,2535047415
9,2486014420
8,2226811009
8,2228156037
8,2261628100
8,2205228750
9,2524065234
9,2493026518
9,2553015727
8,2284432978
8,2340705953
8,2167425489
8,2325086210
9,2600083660
8,2297518409
9,2533078485
9,2611047874
8,2306597408
8,2294291092
9,2577455809
8,2165523464
9,2572272195
9,2574118581
9,2555927221
9,2469773326
9,2551467287
8,2197298677
8,2190356614
9,2534263182
8,2165191911
8,2291826770
8,2182245703
8,2198271727
8,2251173185
8,2154550820
9,2537134288
8,2266500512
9,2537080210
9,2572504356
8,2206229090
9,2425039189
9,2535730628
8,2241982000
9,2563642067
9,2488667470
9,2586096276
9,2440119887
8,2316740942
8,2261649873
8,2316404292
8,2152604097
9,2459182096
9,2575082988
8,2296566481
8,2149412967
9,2537861315
9,2471352497
9,2566204800
8,2160128631
9,2524246438
8,2286158004
8,2171439277
9,2509016688
9,2576598505
9,2551203855
9,2569258240
9,2474046534
9,2556697191
9,2604663027
8,2166272074
8,2197500448
9,2595348481
8,2159842897
9,2532956215
9,2518368291
8,2222549042
8,2325338835
8,2301846158
9,2610683285
9,2459545793
8,2267749866
9,2442898949
8,2190291982
9,2531919368
8,2294142433
9,2567138995
9,2455471338
8,2169019623
8,2296208745
9,2543141253
9,2598110505
8,2235081974
9,2575476471
8,2260378824
9,2592534692
8,2222560328
8,2297475475
9,2440389330
9,2574950599
8,2155482155
8,2256139407
9,2487108146
8,2160624018
8,2339456208
9,2500778062
8,2162045687
8,2174883187
9,2568920578
8,2326634962
8,2173786222
8,2195321444
9,2443905236
9,2598691500
8,2327725569
8,2270270533
8,2343307522
8,2291440054
8,2242086250
9,2453922961
9,2497443461
8,2255707141
9,2429701384
9,2419372140
8,2175380590
8,2173923648
9,2454754661
9,2472420017
9,2417511535
8,2189582433
9,2455930415
9,2566398645
8,2340442282
9,2433657937
8,2333663653
8,2173061391
8,2208378405
9,2436429250
8,2253319690
9,2609650258
9,2535255765
8,2204362154
8,2194457875
9,2558018950
8,2258562535
8,2253137290
8,2285465830
8,2156112619
8,2292542630
8,2307153973
9,2588247392
8,2317640393
9,2602046823
8,2204115234
9,2464220499
8,2250626624
9,2433575176
9,2439628805
9,2440747602
9,2524651779
9,2541626543
8,2253772227
9,2506746152
8,2303758961
8,2155116105
9,2575159762
8,2255899755
8,2238308034
8,2321632721
9,2541100085
9,2553661069
8,2159221987
8,2250569073
9,2597220948
9,2485443699
8,2228947660
8,2256559755
8,2158108723
9,2491296389
9,2604414165
8,2249212558
8,2163445458
9,2454372917
9,2587112736
9,2520353351
8,2183339318
9,2494435855
8,2283873874
9,2566473285
9,2443227617
8,2273154368
9,2597614892
9,2431344705
8,2190645896
9,2523711624
9,2490183183
8,2284995942
8,2301546799
8,2257694345
9,2425433347
9,2498113995
9,2586919315
9,2563268630
8,2222994929
8,2321238733
9,2453721173
9,2562427200
9,2492556580
8,2305600071
8,2320255024
8,2157255240
9,2530553158
8,2285930705
9,2430988487
8,2165628561
9,2484915210
9,2596805034
8,2269361771
8,2201366797
9,2458049872
9,2544083503
9,2491339858
9,2439121509
8,2293055635
8,2236370447
8,2262697454
8,2319791851
9,2573214821
9,2551345429
8,2220738148
9,2607940322
8,2225344081
9,2551305866
9,2573962978
9,2541050967
9,2463389056
8,2209048102
9,2533215847
8,2309244229
8,2254653800
9,2450644529
8,2250905908
8,2273914080
9,2536000690
9,2495679668
8,2333502598
8,2188544273
8,2273614449
9,2530844258
9,2592286306
9,2521416168
9,2521328169
9,2522738093
8,2228487731
9,2496207411
9,2431394421
9,2492652658
8,2271358454
9,2473877161
9,2496549163
9,2419967020
8,2239236684
8,2318189877
8,2290356947
8,2286454801
9,2557652047
9,2443199075
9,2453146226
8,2150277760
8,2292729996
9,2534598978
9,2496321604
8,2192943203
9,2461292865
9,2477432258
8,2337124003
9,2452367470
9,2568634807
8,2264804615
8,2334895334
9,2567747029
8,2155266048
8,2155400241
9,2523971793
9,2470192846
8,2217473633
9,2436082805
9,2426510443
9,2532733188
8,2222459473
9,2484145382
8,2251977792
8,2171391009
9,2460273103
8,2153026150
8,2294540787
9,2521589185
9,2561677926
9,2461165905
8,2301005073
8,2241454341
8,2316611716
9,2427884812
8,2217780371
